公司名称,主营业务,公司地址,注册资本,公司简介,固定电话,法定代表人,经理手机,电子邮件,获取报价,邮政编码,法人名称,简称,主要经营产品,经营范围,营业执照号码,发证机关,经营状态,经营模式,成立时间,职员人数,公司官网,所属分类,类型
胜利油田滨工福利公司滨福酒家, 餐饮,滨州市滨南采油厂大院 - ,,胜利油田滨工福利公司滨福酒家，办公室地址位于山东的北大门滨州，滨州市滨南采油厂大院，我公司主要提供餐饮,(0543) 未核实，仅供参考,,,,让卖家联系我,256600,胜利油田滨工福利公司滨福酒家,胜利油田滨工福利公司滨福酒家,餐饮,未知,,,在业,,,,,天然原油和天然气开采,
胜利油田恒宇科工贸有限公司家具分公司, 木制家具、厨房设备的销售及室内外装修,滨城区渤海七路（采油厂一号路北侧沿街房）,成立时间：2001-04-09,胜利油田恒宇科工贸有限公司家具分公司，办公室地址位于山东的北大门滨州，滨城区渤海七路（采油厂一号路北侧沿街房），我公司主要提供木制家具、厨房设备的销售及室内外装修,(0543)3479018 未核实，仅供参考,,,,让卖家联系我,256600,胜利油田恒宇科工贸有限公司家具分公司,胜利油田恒宇科工贸,木制家具、厨房设备的销售及室内外装修,未知,,,在业,,2001年4月9日,8人,,天然原油和天然气开采,
胜利油田鼎洁科工贸有限责任公司, 石油工矿配件制造，汽车配件销售，石油化工产品生产，（不含危险品），工矿设备的配套及油井管网的清洗，锅...,黄河六路５３１号 - ,50(万元) (万元),胜利油田鼎洁科工贸有限责任公司，办公室地址位于山东的北大门滨州，黄河六路５３１号，我公司主要提供石油工矿配件制造，汽车配件销售，石油化工产品生产，工矿设备的配套及油井管网的清洗，锅炉，中央空调水及污水处理的技术服务，安装，维修，房屋装饰，装潢，装饰材料销售,(0543)3479638 未核实，仅供参考,,,,让卖家联系我,256606,胜利油田鼎洁科工贸有限责任公司,胜利油田鼎洁科工贸,石油工矿配件制造，汽车配件销售，石油化工产品生产，（不含危险品），工矿设备的配套及油井管网的清洗，锅炉，中央空调水及污水处理的技术服务，安装，维修，房屋装饰，装潢，装饰材料销售,未知,,,在业,,2000年3月6日,12人,,天然原油和天然气开采,
胜利油田利滨经济开发服务中心, 五金交电，办公设备，照像器材，摄影，百货，家电维修，咨询，打字,地址： 滨州市滨南采油厂大院,,胜利油田利滨经济开发服务中心，办公室地址位于山东的北大门滨州，滨州市滨南采油厂大院，我单位主要提供五金交电，办公设备，照像器材，摄影，百货，家电维修，咨询，打字,(0543) 未核实，仅供参考,,,,让卖家联系我,256606,胜利油田利滨经济开发服务中心,胜利油田利滨经济开发服务中心,五金交电，办公设备，照像器材，摄影，百货，家电维修，咨询，打字,未知,,,在业,,,,,天然原油和天然气开采,
胜利油田滨工福利公司工艺美术装潢服务部, 装潢，图案设计，锦旗,滨州市滨南采油厂大院 - ,,胜利油田滨工福利公司工艺美术装潢服务部，办公室地址位于山东的北大门滨州，滨州市滨南采油厂大院，我公司主要提供装潢，图案设计，锦旗,(0543) 未核实，仅供参考,,,,让卖家联系我,256600,胜利油田滨工福利公司工艺美术装潢服务部,胜利油田滨工福利公司工艺美术装潢,装潢，图案设计，锦旗,未知,,,在业,,,,,天然原油和天然气开采,
胜利油田滨工福利公司家电维修综合服务部, 家电维修，通讯工程安装,滨州市滨南采油厂大院 - ,,胜利油田滨工福利公司家电维修综合服务部，办公室地址位于山东的北大门滨州，滨州市滨南采油厂大院，我公司主要提供家电维修，通讯工程安装,(0543) 未核实，仅供参考,,,,让卖家联系我,256600,胜利油田滨工福利公司家电维修综合服务部,胜利油田滨工福利公司家电维修综合,家电维修，通讯工程安装,未知,,,在业,,,,,天然原油和天然气开采,
胜利油田第十五中学育才石油机械厂, 金属材料加工,地址： 滨州市黄河六路５３１号,,欢迎来到胜利油田第十五中学育才石油机械厂，一家自起就在山东的北大门滨州扎根的天然原油和天然气开采制造业企业。坐落于滨州市黄河六路５３１号，我们以金属材料加工为核心业务，成立以来，胜利油田第十五中学育才石油机械我工厂不仅积累了丰富的制造和设计经验，还建立了一个以质量和创新为驱动的企业文化。 致力于将先进的制造技术和严格的质量控制标准应用到每一个产品之中。,(0543)3462639 未核实，仅供参考,,,,让卖家联系我,256606,胜利油田第十五中学育才石油机械厂,胜利油田第十五中学育才石油机械,金属材料加工,未知,,,在业,,,,,天然原油和天然气开采,
胜利油田滨工福利公司文化娱乐开发服务部, 文化娱乐，服务，电影，录像，文体，培训,滨州市滨南采油厂大院 - ,,胜利油田滨工福利公司文化娱乐开发服务部，办公室地址位于山东的北大门滨州，滨州市滨南采油厂大院，我公司主要提供文化娱乐，服务，电影，录像，文体，培训,(0543) 未核实，仅供参考,,,,让卖家联系我,256600,胜利油田滨工福利公司文化娱乐开发服务部,胜利油田滨工福利公司文化娱乐开发,文化娱乐，服务，电影，录像，文体，培训,未知,,,在业,,,,,天然原油和天然气开采,
胜利油田彩虹科技有限公司工艺品分公司, 工艺品、玻璃制品、玻璃门窗加工、销售,开发区滨南采油厂集输大队院内 - ,成立时间：2003-05-22,胜利油田彩虹科技有限公司工艺品分公司，办公室地址位于山东的北大门滨州，开发区滨南采油厂集输大队院内，我公司主要提供工艺品、玻璃制品、玻璃门窗加工、销售,(0543)3478802 未核实，仅供参考,,,,让卖家联系我,256606,胜利油田彩虹科技有限公司工艺品分公司,胜利油田彩虹,工艺品、玻璃制品、玻璃门窗加工、销售,未知,,,在业,,2003年5月22日,37人,,天然原油和天然气开采,
胜利油田纯梁福利雅美服装城, 服装批零，日用百货,地址： 滨州市陈户镇纯梁采油厂南大院,6(万元) (万元),胜利油田纯梁福利雅美服装城，办公室地址位于山东的北大门滨州，滨州市陈户镇纯梁采油厂南大院，我单位主要提供服装批零，日用百货,(0543)8753416 未核实，仅供参考,,,,让卖家联系我,256504,胜利油田纯梁福利雅美服装城,胜利油田纯梁福利雅美服装城,服装批零，日用百货,未知,,,在业,,1999年1月21日,22人,,天然原油和天然气开采,
滨州市胜利油田第十五中学服务部, 小百货,地址： 滨州市采油厂大院,,滨州市胜利油田第十五中学服务部，办公室地址位于山东的北大门滨州，滨州市采油厂大院，我单位主要提供小百货,(0543)3462208 未核实，仅供参考,,,,让卖家联系我,256606,滨州市胜利油田第十五中学服务部,胜利油田第十五中学,小百货,未知,,,在业,,,,,天然原油和天然气开采,
中国石化胜利油田有限公司滨南采油厂, 石油，天然气开采，石油液化气，机械加工,滨州市黄河六路５３１号 - ,113000(万元) (万元),欢迎来到中国石化胜利油田有限公司滨南采油厂，一家自1992年11月18日起就在山东的北大门滨州扎根的天然原油和天然气开采制造业企业。坐落于滨州市黄河六路５３１号，我们以石油，天然气开采，石油液化气，机械加工为核心业务，注册资本达113000(万元)，成立以来，中国石化胜利油田已有31年的发展历程。我公司不仅积累了丰富的制造和设计经验，还建立了一个以质量和创新为驱动的企业文化。 带领着一支由和经验丰富的6077名工程师组成的团队，致力于将先进的制造技术和严格的质量控制标准应用到每一个产品之中。,(0543)3462521 未核实，仅供参考,,,,让卖家联系我,256606,中国石化胜利油田有限公司滨南采油厂,中国石化胜利油田,石油，天然气开采，石油液化气，机械加工,未知,,,在业,,1992年11月18日,6077人,,天然原油和天然气开采,
中原油田化工集团总公司化工四厂滨州销售处, 电线，电缆，石油制品，化工制品,滨州市黄河三路５５６号清怡宾馆,,中原油田化工集团总公司化工四厂滨州销售处，办公室地址位于山东的北大门滨州，滨州市黄河三路５５６号清怡宾馆，我公司主要提供电线，电缆，石油制品，化工制品,(0543)3324410 未核实，仅供参考,,,,让卖家联系我,256617,中原油田化工集团总公司化工四厂滨州销售处,中原油田化工集团总公司化工四,电线，电缆，石油制品，化工制品,未知,,,在业,,,,,天然原油和天然气开采,
中国石化胜利油田有限公司纯梁采油厂, 原油，天燃气开采，石油液化气，机械加工，公路货运，石油安装，轻烃生产，销售,博兴县陈户镇 - ,181194(万元) (万元),欢迎来到中国石化胜利油田有限公司纯梁采油厂，一家自1992年10月15日起就在山东的北大门滨州扎根的天然原油和天然气开采制造业企业。坐落于博兴县陈户镇，我们以原油，天燃气开采，石油液化气，机械加工，公路货运，石油安装，轻烃生产，销售为核心业务，注册资本达181194(万元)，成立以来，中国石化胜利油田已有31年的发展历程。我公司不仅积累了丰富的制造和设计经验，还建立了一个以质量和创新为驱动的企业文化。 带领着一支由和经验丰富的5386名工程师组成的团队，致力于将先进的制造技术和严格的质量控制标准应用到每一个产品之中。,(0543)8753085 未核实，仅供参考,,,,让卖家联系我,256504,中国石化胜利油田有限公司纯梁采油厂,中国石化胜利油田,原油，天燃气开采，石油液化气，机械加工，公路货运，石油安装，轻烃生产，销售,未知,,,在业,,1992年10月15日,5386人,,天然原油和天然气开采,
盐城市石油机械厂华北油田销售处, 油田石油机械，配件,地址： 河北省沧州市任丘市华北石油测井公司供应站,,盐城市石油机械厂华北油田销售处，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市任丘市华北石油测井公司供应站，我工厂主要提供油田石油机械，配件,(0317)2728288 未核实，仅供参考,,,,让卖家联系我,62552,盐城市石油机械厂华北油田销售处,石油机械,油田石油机械，配件,未知,,,在业,,,,,天然原油和天然气开采,
任丘市光宇恒大油田科技有限公司, 地质资料分析、计算机技术开发、技术服务；批发零售：现代办公用品机电产品、化工产品、仪器仪表、五金交电...,任丘市华油科研院南侧 - ,600万人民币 (万元),任丘市光宇恒大油田科技有限公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，任丘市华油科研院南侧，我公司主要提供石油地质勘探开发技术服务、石油地质实验分析技术服务、计算机软件开发；批发零售：劳保用品、办公用品、计算机设备、网络设备及配件、数码产品、电子仪表、通讯器材、日用杂货、体育用品；销售：五金工具；计算机维修，办公设备维修。,,,13012031007 未核实，仅供参考，删除号码,waker_cn@sina.com,让卖家联系我,62550,任丘市光宇恒大油田科技有限公司,光宇恒大油田,地质资料分析、计算机技术开发、技术服务；批发零售：现代办公用品机电产品、化工产品、仪器仪表、五金交电建材。,石油地质勘探开发技术服务、石油地质实验分析技术服务、计算机软件开发；批发零售：劳保用品、办公用品、计算机设备、网络设备及配件、数码产品、电子仪表、通讯器材、日用杂货、体育用品；销售：五金工具；计算机维修，办公设备维修。,1.31E+14,任丘市市场监督管理局,存续,,2004年2月20日,,,天然原油和天然气开采,公司
大港油田沧州丰源采修开发技术服务中心采修配件经销处, 采修配件 汽车配件日用百货 打字复印,地址： 河北省沧州市沧县旧州镇采油三厂,10(万元) (万元),大港油田沧州丰源采修开发技术服务中心采修配件经销处，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市沧县旧州镇采油三厂，我经销处主要提供采修配件 汽车配件日用百货 打字复印,0317-13803256973 未核实，仅供参考,,,,让卖家联系我,61023,大港油田沧州丰源采修开发技术服务中心采修配件经销处,大港油田沧州丰源采修开发技术服务中心采修配件经销处,采修配件 汽车配件日用百货 打字复印,未知,,,在业,,1999年7月21日,4人,,天然原油和天然气开采,
华北油田陆地石油设备有限公司, 五金工具，电料，家用电器，钻才配件，油漆，汽车配件，机械配件，日用百货，文化用品,会战道东侧 - ,50(万元) (万元),华北油田陆地石油设备有限公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，会战道东侧，我公司主要提供五金工具，电料，家用电器，钻才配件，油漆，汽车配件，机械配件，日用百货，文化用品,0317-2722040 未核实，仅供参考,,,,让卖家联系我,62552,华北油田陆地石油设备有限公司,华北油田陆地石油设备,五金工具，电料，家用电器，钻才配件，油漆，汽车配件，机械配件，日用百货，文化用品,未知,,,在业,,2000年4月10日,5人,,天然原油和天然气开采,
华北油田金田工贸有限公司, 油田建设,河北省沧州市任丘市华北石油采油一厂院内,,华北油田金田工贸有限公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市任丘市华北石油采油一厂院内，我公司主要提供油田建设,(0317)2729868 未核实，仅供参考,,,,让卖家联系我,62550,华北油田金田工贸有限公司,华北油田金田工贸,油田建设,未知,,,在业,,,,,天然原油和天然气开采,
华北石油科源油田技术开发部, 电子产品，仪器仪表，油田化学试剂,地址： 河北省沧州市任丘市华北石油管理局测井公司测井小学,,华北石油科源油田技术开发部，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市任丘市华北石油管理局测井公司测井小学，我单位主要提供电子产品，仪器仪表，油田化学试剂,(0317)2716080 未核实，仅供参考,,,,让卖家联系我,62552,华北石油科源油田技术开发部,华北石油科源油田技术开发部,电子产品，仪器仪表，油田化学试剂,未知,,,在业,,,,,天然原油和天然气开采,
任丘市华北油田东方商贸有限公司, 生产普通工作服、劳保手套、石油设备修理,华油一中 - ,50(万元) (万元),欢迎来到任丘市华北油田东方商贸有限公司，自2002年11月12日成立以来，已经发展成为一个拥有25员工的大家庭。我们坐落于沧州这个充满活力和机遇的城市。石油化工基地和北方重要陆海交通枢纽沧州作为我们的总部所在地，我们的公司定位于天然原油和天然气开采，生产普通工作服、劳保手套、石油设备修理是我们的强项 。,,,,,,,,,,,,,,,,,,,
华北油田东方商贸以50(万元)注册资本为基础，凭借着法人代表的领导力，成功走过21年的发展历程。,0317-2721317 未核实，仅供参考,,,,让卖家联系我,62552,任丘市华北油田东方商贸有限公司,华北油田东方商贸,生产普通工作服、劳保手套、石油设备修理,未知,,,在业,,2002年11月12日,25人,,天然原油和天然气开采,,,,,
华北油田光大科贸有限公司, 销售钻采设备，五金交电，办公用品汽车配件化工产品,华北石油潜山道１９号 - ,50(万元) (万元),华北油田光大科贸有限公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，华北石油潜山道１９号，我公司主要提供销售钻采设备，五金交电，办公用品汽车配件化工产品,0317-2706207 未核实，仅供参考,,,,让卖家联系我,62550,华北油田光大科贸有限公司,华北油田光大科贸,销售钻采设备，五金交电，办公用品汽车配件化工产品,未知,,,在业,,,,,天然原油和天然气开采,
华北油田水电工程处矿建一队, 水塔，烟囱，装饰,地址： 河北省沧州市任丘市华北石油局水电厂,,华北油田水电工程处矿建一队，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市任丘市华北石油局水电厂，我单位主要提供水塔，烟囱，装饰,723704-362 未核实，仅供参考,,,,让卖家联系我,62552,华北油田水电工程处矿建一队,华北油田水电工程处矿建一队,水塔，烟囱，装饰,未知,,,在业,,,,,天然原油和天然气开采,
华北油田运输玻璃纤维制品厂, 玻璃纤维成品,地址： 华北石油运输公司,9(万元) (万元),欢迎来到华北油田运输玻璃纤维制品厂，一家自起就在石油化工基地和北方重要陆海交通枢纽沧州扎根的天然原油和天然气开采制造业企业。坐落于华北石油运输公司，我们以玻璃纤维成品为核心业务，注册资本达9(万元)，成立以来，华北油田运输玻璃纤维制品我工厂不仅积累了丰富的制造和设计经验，还建立了一个以质量和创新为驱动的企业文化。 致力于将先进的制造技术和严格的质量控制标准应用到每一个产品之中。,0317-2727783 未核实，仅供参考,,,,让卖家联系我,62552,华北油田运输玻璃纤维制品厂,华北油田运输玻璃纤维制品,玻璃纤维成品,未知,,,在业,,,,,天然原油和天然气开采,
大港油田沧县港狮福利液化气充装站, 加工、销售石油液化气、气罐、炉具,地址： 河北省沧州市沧县旧州镇港狮生活基地,,大港油田沧县港狮福利液化气充装站，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市沧县旧州镇港狮生活基地，我单位主要提供加工、销售石油液化气、气罐、炉具,(0317) 未核实，仅供参考,,,,让卖家联系我,61024,大港油田沧县港狮福利液化气充装站,港狮福利液化气充装站,加工、销售石油液化气、气罐、炉具,未知,,,在业,,,,,天然原油和天然气开采,
华北油田工程公司综合队, 混凝土制件，土建安装，维修,河北省沧州市任丘市第一采油厂工程大队,,华北油田工程公司综合队，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市任丘市第一采油厂工程大队，我公司主要提供混凝土制件，土建安装，维修,(0317) 未核实，仅供参考,,,,让卖家联系我,62552,华北油田工程公司综合队,华北油田工程公司综合队,混凝土制件，土建安装，维修,未知,,,在业,,,,,天然原油和天然气开采,
华北石油管理局油田化学药剂厂, 石油及天然气等加工,地址： 河北省沧州市任丘市北环路,5397(万元) (万元),欢迎来到华北石油管理局油田化学药剂厂，一家自1991年07月26日起就在石油化工基地和北方重要陆海交通枢纽沧州扎根的天然原油和天然气开采制造业企业。坐落于河北省沧州市任丘市北环路，我们以石油及天然气等加工为核心业务，注册资本达5397(万元)，成立以来，华北石油管理局油田化学药剂已有33年的发展历程。我工厂不仅积累了丰富的制造和设计经验，还建立了一个以质量和创新为驱动的企业文化。 带领着一支由和经验丰富的2076名工程师组成的团队，致力于将先进的制造技术和严格的质量控制标准应用到每一个产品之中。,0317-2735158 未核实，仅供参考,,,,让卖家联系我,62552,华北石油管理局油田化学药剂厂,华北石油管理局油田化学药剂,石油及天然气等加工,未知,,,在业,,1991年7月26日,2076人,,天然原油和天然气开采,
河北省汽车工业贸易总公司华北油田分公司, 汽车，摩托车，零件,河北省沧州市任丘市华北石油管理局器材供应处,,河北省汽车工业贸易总公司华北油田分公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市任丘市华北石油管理局器材供应处，我公司主要提供汽车，摩托车，零件,(0317) 未核实，仅供参考,,,,让卖家联系我,62552,河北省汽车工业贸易总公司华北油田分公司,汽车工业,汽车，摩托车，零件,未知,,,在业,,,,,天然原油和天然气开采,
华北石油管理局第二油田建设公司综合商店综合服务部, 文体，家电维修,河北省沧州市任丘市华北石油管理局第二油田建设公司,,华北石油管理局第二油田建设公司综合商店综合服务部，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市任丘市华北石油管理局第二油田建设公司，我公司主要提供文体，家电维修,(0317) 未核实，仅供参考,,,,让卖家联系我,62552,华北石油管理局第二油田建设公司综合商店综合服务部,华北石油管理局第二油田建设公司综合商店综合,文体，家电维修,未知,,,在业,,,,,天然原油和天然气开采,
河北省冀中油田商业综合采购供应站华北石油购物中心, 百货，文体用品，服装鞋帽，劳保用品，五金交电，针织品，化工装饰材料，夹注材料，烟酒糖茶，食品，副食，...,地址： 会战道,5000(万元) (万元),河北省冀中油田商业综合采购供应站华北石油购物中心，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，会战道，我单位主要提供百货，文体用品，服装鞋帽，劳保用品，五金交电，针织品，化工装饰材料，夹注材料，烟酒糖茶，食品，副食，土产杂品。工艺美术，照相，摄相器材，冷热饮品，钟表修理，家具，通讯器材无线电台音像制品，金银饰品,0317-2727039 未核实，仅供参考,,,,让卖家联系我,62550,河北省冀中油田商业综合采购供应站华北石油购物中心,冀中油田商业综合采购供应站华北石油购物中心,百货，文体用品，服装鞋帽，劳保用品，五金交电，针织品，化工装饰材料，夹注材料，烟酒糖茶，食品，副食，土产杂品。工艺美术，照相，摄相器材，冷热饮品，钟表修理，家具，通讯器材无线电台音像制品，金银饰品,未知,,,在业,,1999年4月6日,380人,,天然原油和天然气开采,
华北石油油田化学技术服务有限公司, 油田水井酸化，堵水，调剂,河北省沧州市任丘市会战南道东侧,50(万元) (万元),华北石油油田化学技术服务有限公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市任丘市会战南道东侧，我公司主要提供油田水井酸化，堵水，调剂,(0317)2729955 未核实，仅供参考,,,,让卖家联系我,62550,华北石油油田化学技术服务有限公司,华北石油油田化学技术服务,油田水井酸化，堵水，调剂,未知,,,在业,,1998年2月24日,5人,,天然原油和天然气开采,
华北油田安保技术开发有限公司, 电子仪器，机电配件，环保器具，化工材料，节能增效材料器件，工业控制仪器仪表，工业报警器材开发销售，安...,华北石油管理局机关院内 - ,50(万元) (万元),华北油田安保技术开发有限公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，华北石油管理局机关院内，我公司主要提供电子仪器，机电配件，环保器具，化工材料，节能增效材料器件，工业控制仪器仪表，工业报警器材开发销售，安装维修和技术服务,0317-2797253 未核实，仅供参考,,,,让卖家联系我,62552,华北油田安保技术开发有限公司,华北油田安保技术开发,电子仪器，机电配件，环保器具，化工材料，节能增效材料器件，工业控制仪器仪表，工业报警器材开发销售，安装维修和技术服务,未知,,,在业,,,,,天然原油和天然气开采,
华北油田恒克石油工具有限公司, 石油钻井工具，井下作业工具，菜油配件生产加工。销售进口国产石油机械产品，五金工具，工程机械，汽车配件,华油干休所 - ,120(万元) (万元),华北油田恒克石油工具有限公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，华油干休所，我公司主要提供石油钻井工具，井下作业工具，菜油配件生产加工。销售进口国产石油机械产品，五金工具，工程机械，汽车配件,0317-2724286 未核实，仅供参考,,,,让卖家联系我,62550,华北油田恒克石油工具有限公司,华北油田恒克石油工具,石油钻井工具，井下作业工具，菜油配件生产加工。销售进口国产石油机械产品，五金工具，工程机械，汽车配件,未知,,,在业,,2000年9月25日,10人,,天然原油和天然气开采,
大港油田采油三厂生活服务公司综合商店, 未提供,河北省沧州市沧县旧州镇北关 - ,,大港油田采油三厂生活服务公司综合商店，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市沧县旧州镇北关,(0317)5941384 未核实，仅供参考,,,,让卖家联系我,61023,大港油田采油三厂生活服务公司综合商店,大港油田采油三,,未知,,,在业,,,,,天然原油和天然气开采,
任丘市华北油田天雁建筑安装有限责任公司, 房屋建筑工程，建筑装饰装修工程，防腐保温工程、化工石油设备管道安装工程,渤海中路 - ,1190(万元) (万元),任丘市华北油田天雁建筑安装有限责任公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，渤海中路，我公司主要提供房屋建筑工程，建筑装饰装修工程，防腐保温工程、化工石油设备管道安装工程,0317-2715504 未核实，仅供参考,,,,让卖家联系我,62552,任丘市华北油田天雁建筑安装有限责任公司,华北油田天雁建筑安装,房屋建筑工程，建筑装饰装修工程，防腐保温工程、化工石油设备管道安装工程,未知,,,在业,,2002年11月9日,1097人,,天然原油和天然气开采,
任丘市华北石油金诺油田服务有限公司, 油田钻采技术开发、计算机软件开发；油田专用设备器材及配件、金属、有色金属、机电化工产品、橡胶制品、五...,世纪商贸城１区２栋５号 - ,200(万元) (万元),任丘市华北石油金诺油田服务有限公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，世纪商贸城１区２栋５号，我公司主要提供油田钻采技术开发、计算机软件开发；油田专用设备器材及配件、金属、有色金属、机电化工产品、橡胶制品、五金交电、现代办公用品销售；信息服务,0317-2298053 未核实，仅供参考,,,,让卖家联系我,62550,任丘市华北石油金诺油田服务有限公司,华北石油金诺油田服务,油田钻采技术开发、计算机软件开发；油田专用设备器材及配件、金属、有色金属、机电化工产品、橡胶制品、五金交电、现代办公用品销售；信息服务,未知,,,在业,,2002年9月3日,10人,,天然原油和天然气开采,
沧州新兴无缝钢管有限公司, 石油套管、油管、石油专用管、钻孔筛管、缠绕丝筛管、无缝、直缝、螺旋钢管等,沧盐路姜庄路段 - ,2000 (万元),,,,,,,,,,,,,,,,,,,,
?? ?? 沧州新兴无缝钢管有限公司创建于1996年，占地面积120000平方米，坐落于河北孟村县境内辛大路口与沧乐公路交汇处，地理位置优越，交通便利。我公司是专业生产各种型号的石油套管、无缝钢管、异型管、直缝管、螺旋管以及各类材质多种型号的弯头管件的生产企业。固定资产3000万元，拥有全套高性能的管材改制及管件生产设备和各种产品质量检测设备，年产能力约15000吨。并可为用户代销、联合销售、调剂挤压的各种无缝管。自建厂以来就本着以诚为本，以信为首的宗旨赢得了广大客户的。,,,,,,,,,,,,,,,,,,,,,,,
?? 主要生产外径为73mm-159mm，壁厚为5mm-10mm的无缝钢管，材质为J55 N80 P110 16Mn等。产品执行GB/T8162、GB/T8163 ??GB/T9711.1 ??GB/T9711.2等国内外新标准。2008年起我公司新扩建厂房，采购新设备，引进新技术，这条生产线主要生产加工外径为60mm-508mm，壁厚为4.83mm-16.13mm的成品石油套管，执行J55 N80 P110 等材质，产品严格执行API5CT标准。产品广泛用于石油、化工、机械等行业，并充分利用自营出口权优势，打入国际市场。现已出口美国、英国、意大利、韩国等国家和地区。由于我公司严格执行ISO9001-2008及API质量管理体系，从原料采购、合同评审、进货检验、工序控制、终检验到储运及服务均实行规范化操作，确保了钢管出厂合格率达到。沧州新兴无缝钢管本着&ldquo;守法、守信、创新、创誉&rdquo;的经营战略个&ldquo;造精品必先造人品&rdquo;的管理理念，凭着我公司的技术、管理和人才的三大优势，携诚为国内外客户提供、满意的产品和服务。我公司邮箱：www.czxxwfg@126.com网址 ：http：//www.czxxwfg.cn.alibaba.com联系人：15612729900?? ??马,,,,,,,,,,,,,,,,,,,,,,,
传真：0317-6811767,,,,,,,,,,,,,,,,,,,,,,,
?? ?? ,,,,,,,,,,,,,,,,,,,,,,,
?? ??,(0317) 未核实，仅供参考,,15612729900 未核实，仅供参考，删除号码,info@czxxwfg.com,让卖家联系我,61400,沧州新兴无缝钢管有限公司,新兴无缝钢管,石油套管、油管、石油专用管、钻孔筛管、缠绕丝筛管、无缝、直缝、螺旋钢管等,扩管；保温管件、管材、石油管、石油套管的加工销售。,1.31E+14,孟村回族自治县工商行政管理局,存续,生产加工,2001年8月10日,50人,http://www.czxxwfg.c,天然原油和天然气开采,有限责任公司(自然人投资或控股),,,,
任丘市华北油田凌云科技开发有限公司, 石油地质及油气勘探开发技术服务；计算机硬件销售、软件技术开发。,燕山道 - ,50(万元) (万元),任丘市华北油田凌云科技开发有限公司，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，燕山道，我公司主要提供石油地质及油气勘探开发技术服务；计算机硬件销售、软件技术开发。,0317-2752212 未核实，仅供参考,,,,让卖家联系我,62552,任丘市华北油田凌云科技开发有限公司,华北油田凌云,石油地质及油气勘探开发技术服务；计算机硬件销售、软件技术开发。,未知,,,在业,,,,,天然原油和天然气开采,
河北大港企业集团驻大港油田办事处, 失水剂，石油化学剂，石油制品，汽油，柴油，橡胶制品，钢材,地址： 河北省沧州市黄骅市南大港农场,,河北大港企业集团驻大港油田办事处，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市黄骅市南大港农场，我单位主要提供失水剂，石油化学剂，石油制品，汽油，柴油，橡胶制品，钢材,(0317) 未核实，仅供参考,,,,让卖家联系我,61103,河北大港企业集团驻大港油田办事处,大港企业集团驻大港油田办事处,失水剂，石油化学剂，石油制品，汽油，柴油，橡胶制品，钢材,未知,,,在业,,,,,天然原油和天然气开采,
华北油田水电工程处矿建二队, 水塔，烟囱，家俱,地址： 河北省沧州市任丘市华北石油水电厂,,华北油田水电工程处矿建二队，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，河北省沧州市任丘市华北石油水电厂，我单位主要提供水塔，烟囱，家俱,(0317)723704转362 未核实，仅供参考,,,,让卖家联系我,62552,华北油田水电工程处矿建二队,华北油田水电工程处矿建二队,水塔，烟囱，家俱,未知,,,在业,,,,,天然原油和天然气开采,
华北油田景业总公司射孔测试工程技术处, 射孔、测试测井工艺,华油井下物理站 - ,30(万元) (万元),华北油田景业总公司射孔测试工程技术处，办公室地址位于石油化工基地和北方重要陆海交通枢纽沧州，华油井下物理站，我公司主要提供射孔、测试测井工艺,0317-2732249 未核实，仅供参考,,,,让卖家联系我,62552,华北油田景业总公司射孔测试工程技术处,华北油田景业总公司射孔测试工程技术处,射孔、测试测井工艺,未知,,,在业,,1994年5月12日,170人,,天然原油和天然气开采,
